"","LGA","Dates","Capacity","Installations"
"22101","Westonia (S)","2014-11-01",0,0
"22102","Westonia (S)","2014-12-01",0,0
"22103","Westonia (S)","2015-01-01",0,0
"22104","Westonia (S)","2015-02-01",0,0
"22105","Westonia (S)","2015-03-01",0,0
"22106","Westonia (S)","2015-04-01",0,0
"22107","Westonia (S)","2015-05-01",0,0
"22108","Westonia (S)","2015-06-01",0,0
"22109","Westonia (S)","2015-07-01",0,0
"22110","Westonia (S)","2015-08-01",0,0
"22111","Westonia (S)","2015-09-01",0,0
"22112","Westonia (S)","2015-10-01",0,0
"22113","Westonia (S)","2015-11-01",0,0
"22114","Westonia (S)","2015-12-01",0,0
"22115","Westonia (S)","2016-01-01",0,0
"22116","Westonia (S)","2016-02-01",0,0
"22117","Westonia (S)","2016-03-01",13,4
"22118","Westonia (S)","2016-04-01",0,0
"22119","Westonia (S)","2016-05-01",0,0
"22120","Westonia (S)","2016-06-01",0,0
"22121","Westonia (S)","2016-07-01",3,1
"22122","Westonia (S)","2016-08-01",15.5,5
"22123","Westonia (S)","2016-09-01",0,0
"22124","Westonia (S)","2016-10-01",8.32,1
"22125","Westonia (S)","2016-11-01",0,0
"22126","Westonia (S)","2016-12-01",11.7,4
"22127","Westonia (S)","2017-01-01",0,0
"22128","Westonia (S)","2017-02-01",0,0
"22129","Westonia (S)","2017-03-01",0,0
"22130","Westonia (S)","2017-04-01",9.86,2
"22131","Westonia (S)","2017-05-01",0,0
"22132","Westonia (S)","2017-06-01",0,0
"22133","Westonia (S)","2017-07-01",0,0
"22134","Westonia (S)","2017-08-01",0,0
"22135","Westonia (S)","2017-09-01",0,0
"22136","Westonia (S)","2017-10-01",3.78,1
"22137","Westonia (S)","2017-11-01",0,0
"22138","Westonia (S)","2017-12-01",0,0
"22139","Westonia (S)","2018-01-01",0,0
"22140","Westonia (S)","2018-02-01",16.85,3
"22141","Westonia (S)","2018-03-01",0,0
"22142","Westonia (S)","2018-04-01",0,0
"22143","Westonia (S)","2018-05-01",0,0
"22144","Westonia (S)","2018-06-01",0,0
"22145","Westonia (S)","2018-07-01",0,0
"22146","Westonia (S)","2018-08-01",19.95,3
"22147","Westonia (S)","2018-09-01",0,0
"22148","Westonia (S)","2018-10-01",0,0
"22149","Westonia (S)","2018-11-01",6.6,1
"22150","Westonia (S)","2018-12-01",0,0
"22151","Westonia (S)","2019-01-01",0,0
"22152","Westonia (S)","2019-02-01",0,0
"22153","Westonia (S)","2019-03-01",0,0
"22154","Westonia (S)","2019-04-01",0,0
"22155","Westonia (S)","2019-05-01",0,0
"22156","Westonia (S)","2019-06-01",15.615,3
"22157","Westonia (S)","2019-07-01",0,0
"22158","Westonia (S)","2019-08-01",0,0
"22159","Westonia (S)","2019-09-01",8.82,1
"22160","Westonia (S)","2019-10-01",0,0
"22161","Westonia (S)","2019-11-01",6.6,1
"22162","Westonia (S)","2019-12-01",0,0
"22163","Wickepin (S)","2001-04-01",0,0
"22164","Wickepin (S)","2001-05-01",0,0
"22165","Wickepin (S)","2001-06-01",0,0
"22166","Wickepin (S)","2001-07-01",0,0
"22167","Wickepin (S)","2001-08-01",0,0
"22168","Wickepin (S)","2001-09-01",0,0
"22169","Wickepin (S)","2001-10-01",0,0
"22170","Wickepin (S)","2001-11-01",0,0
"22171","Wickepin (S)","2001-12-01",0,0
"22172","Wickepin (S)","2002-01-01",0,0
"22173","Wickepin (S)","2002-02-01",0,0
"22174","Wickepin (S)","2002-03-01",0,0
"22175","Wickepin (S)","2002-04-01",0,0
"22176","Wickepin (S)","2002-05-01",0,0
"22177","Wickepin (S)","2002-06-01",0,0
"22178","Wickepin (S)","2002-07-01",0,0
"22179","Wickepin (S)","2002-08-01",0,0
"22180","Wickepin (S)","2002-09-01",0,0
"22181","Wickepin (S)","2002-10-01",0,0
"22182","Wickepin (S)","2002-11-01",0,0
"22183","Wickepin (S)","2002-12-01",0,0
"22184","Wickepin (S)","2004-01-01",0,0
"22185","Wickepin (S)","2004-02-01",0,0
"22186","Wickepin (S)","2004-03-01",0,0
"22187","Wickepin (S)","2004-04-01",0,0
"22188","Wickepin (S)","2004-05-01",0,0
"22189","Wickepin (S)","2004-06-01",0,0
"22190","Wickepin (S)","2004-07-01",0,0
"22191","Wickepin (S)","2004-08-01",0,0
"22192","Wickepin (S)","2004-09-01",0,0
"22193","Wickepin (S)","2004-10-01",0,0
"22194","Wickepin (S)","2004-11-01",0,0
"22195","Wickepin (S)","2004-12-01",0,0
"22196","Wickepin (S)","2005-01-01",0,0
"22197","Wickepin (S)","2005-02-01",0,0
"22198","Wickepin (S)","2005-03-01",0,0
"22199","Wickepin (S)","2005-04-01",0,0
"22200","Wickepin (S)","2005-05-01",0,0
"22201","Wickepin (S)","2005-06-01",0,0
"22202","Wickepin (S)","2005-07-01",0,0
"22203","Wickepin (S)","2005-08-01",0,0
"22204","Wickepin (S)","2005-09-01",0,0
"22205","Wickepin (S)","2005-10-01",0,0
"22206","Wickepin (S)","2005-11-01",0,0
"22207","Wickepin (S)","2005-12-01",0,0
"22208","Wickepin (S)","2006-01-01",0,0
"22209","Wickepin (S)","2006-02-01",0,0
"22210","Wickepin (S)","2006-03-01",0,0
"22211","Wickepin (S)","2006-04-01",0,0
"22212","Wickepin (S)","2006-05-01",0,0
"22213","Wickepin (S)","2006-06-01",0,0
"22214","Wickepin (S)","2006-07-01",0,0
"22215","Wickepin (S)","2006-08-01",0,0
"22216","Wickepin (S)","2006-09-01",0,0
"22217","Wickepin (S)","2006-10-01",0,0
"22218","Wickepin (S)","2006-11-01",0,0
"22219","Wickepin (S)","2006-12-01",0,0
"22220","Wickepin (S)","2007-01-01",0,0
"22221","Wickepin (S)","2007-02-01",0,0
"22222","Wickepin (S)","2007-03-01",0,0
"22223","Wickepin (S)","2007-04-01",0,0
"22224","Wickepin (S)","2007-05-01",0,0
"22225","Wickepin (S)","2007-06-01",0,0
"22226","Wickepin (S)","2007-07-01",0,0
"22227","Wickepin (S)","2007-08-01",0,0
"22228","Wickepin (S)","2007-09-01",0,0
"22229","Wickepin (S)","2007-10-01",0,0
"22230","Wickepin (S)","2007-11-01",0,0
"22231","Wickepin (S)","2007-12-01",0,0
"22232","Wickepin (S)","2008-01-01",0,0
"22233","Wickepin (S)","2008-02-01",0,0
"22234","Wickepin (S)","2008-03-01",0,0
"22235","Wickepin (S)","2008-04-01",0,0
"22236","Wickepin (S)","2008-05-01",2.15,1
"22237","Wickepin (S)","2008-06-01",0,0
"22238","Wickepin (S)","2008-07-01",0,0
"22239","Wickepin (S)","2008-08-01",0,0
"22240","Wickepin (S)","2008-09-01",0,0
"22241","Wickepin (S)","2008-10-01",0,0
"22242","Wickepin (S)","2008-11-01",0,0
"22243","Wickepin (S)","2008-12-01",0,0
"22244","Wickepin (S)","2009-01-01",0,0
"22245","Wickepin (S)","2009-02-01",0,0
"22246","Wickepin (S)","2009-03-01",0,0
"22247","Wickepin (S)","2009-04-01",2.4,1
"22248","Wickepin (S)","2009-05-01",0,0
"22249","Wickepin (S)","2009-06-01",0,0
"22250","Wickepin (S)","2009-07-01",0,0
"22251","Wickepin (S)","2009-08-01",1.2,1
"22252","Wickepin (S)","2009-09-01",0,0
"22253","Wickepin (S)","2009-10-01",0,0
"22254","Wickepin (S)","2009-11-01",0,0
"22255","Wickepin (S)","2009-12-01",0,0
"22256","Wickepin (S)","2010-01-01",1.7,1
"22257","Wickepin (S)","2010-02-01",1.05,1
"22258","Wickepin (S)","2010-03-01",0,0
"22259","Wickepin (S)","2010-04-01",0,0
"22260","Wickepin (S)","2010-05-01",0,0
"22261","Wickepin (S)","2010-06-01",0,0
"22262","Wickepin (S)","2010-07-01",0,0
"22263","Wickepin (S)","2010-08-01",0,0
"22264","Wickepin (S)","2010-09-01",3.3,1
"22265","Wickepin (S)","2010-10-01",2.45,1
"22266","Wickepin (S)","2010-11-01",0,0
"22267","Wickepin (S)","2010-12-01",0,0
"22268","Wickepin (S)","2011-01-01",4.37,2
"22269","Wickepin (S)","2011-02-01",1.9,1
"22270","Wickepin (S)","2011-03-01",1.17,1
"22271","Wickepin (S)","2011-04-01",0,0
"22272","Wickepin (S)","2011-05-01",6.84,3
"22273","Wickepin (S)","2011-06-01",1.71,1
"22274","Wickepin (S)","2011-07-01",0,0
"22275","Wickepin (S)","2011-08-01",7.6,4
"22276","Wickepin (S)","2011-09-01",4.54,2
"22277","Wickepin (S)","2011-10-01",1.56,1
"22278","Wickepin (S)","2011-11-01",0,0
"22279","Wickepin (S)","2011-12-01",0,0
"22280","Wickepin (S)","2012-01-01",4.37,2
"22281","Wickepin (S)","2012-02-01",1.9,1
"22282","Wickepin (S)","2012-03-01",1.17,1
"22283","Wickepin (S)","2012-04-01",0,0
"22284","Wickepin (S)","2012-05-01",6.84,3
"22285","Wickepin (S)","2012-06-01",1.71,1
"22286","Wickepin (S)","2012-07-01",0,0
"22287","Wickepin (S)","2012-08-01",7.6,4
"22288","Wickepin (S)","2012-09-01",4.54,2
"22289","Wickepin (S)","2012-10-01",1.56,1
"22290","Wickepin (S)","2012-11-01",0,0
"22291","Wickepin (S)","2012-12-01",0,0
"22292","Wickepin (S)","2013-01-01",0,0
"22293","Wickepin (S)","2013-02-01",3.2,1
"22294","Wickepin (S)","2013-03-01",0,0
"22295","Wickepin (S)","2013-04-01",0,0
"22296","Wickepin (S)","2013-05-01",0,0
"22297","Wickepin (S)","2013-06-01",0,0
"22298","Wickepin (S)","2013-07-01",3.2,1
"22299","Wickepin (S)","2013-08-01",0,0
"22300","Wickepin (S)","2013-09-01",3,1
"22301","Wickepin (S)","2013-10-01",0,0
"22302","Wickepin (S)","2013-11-01",0,0
"22303","Wickepin (S)","2013-12-01",0,0
"22304","Wickepin (S)","2014-01-01",0,0
"22305","Wickepin (S)","2014-02-01",5,1
"22306","Wickepin (S)","2014-03-01",5,1
"22307","Wickepin (S)","2014-04-01",0,0
"22308","Wickepin (S)","2014-05-01",8,2
"22309","Wickepin (S)","2014-06-01",0,0
"22310","Wickepin (S)","2014-07-01",0,0
"22311","Wickepin (S)","2014-08-01",7.5,3
"22312","Wickepin (S)","2014-09-01",6.68,2
"22313","Wickepin (S)","2014-10-01",1.6,1
"22314","Wickepin (S)","2014-11-01",7.5,2
"22315","Wickepin (S)","2014-12-01",1.5,1
"22316","Wickepin (S)","2015-01-01",2,1
"22317","Wickepin (S)","2015-02-01",2,1
"22318","Wickepin (S)","2015-03-01",2.08,1
"22319","Wickepin (S)","2015-04-01",0,0
"22320","Wickepin (S)","2015-05-01",3.12,1
"22321","Wickepin (S)","2015-06-01",0,0
"22322","Wickepin (S)","2015-07-01",0,0
"22323","Wickepin (S)","2015-08-01",0,0
"22324","Wickepin (S)","2015-09-01",0,0
"22325","Wickepin (S)","2015-10-01",2.08,1
"22326","Wickepin (S)","2015-11-01",7.5,3
"22327","Wickepin (S)","2015-12-01",11,4
"22328","Wickepin (S)","2016-01-01",3.64,1
"22329","Wickepin (S)","2016-02-01",0,0
"22330","Wickepin (S)","2016-03-01",27.55,3
"22331","Wickepin (S)","2016-04-01",7.77,2
"22332","Wickepin (S)","2016-05-01",5,1
"22333","Wickepin (S)","2016-06-01",0,0
"22334","Wickepin (S)","2016-07-01",0,0
"22335","Wickepin (S)","2016-08-01",6.68,2
"22336","Wickepin (S)","2016-09-01",0,0
"22337","Wickepin (S)","2016-10-01",2,1
"22338","Wickepin (S)","2016-11-01",5.2,1
"22339","Wickepin (S)","2016-12-01",0,0
"22340","Wickepin (S)","2017-01-01",0,0
"22341","Wickepin (S)","2017-02-01",0,0
"22342","Wickepin (S)","2017-03-01",0,0
"22343","Wickepin (S)","2017-04-01",9.43,2
"22344","Wickepin (S)","2017-05-01",5.4,1
"22345","Wickepin (S)","2017-06-01",12.1,2
"22346","Wickepin (S)","2017-07-01",0,0
"22347","Wickepin (S)","2017-08-01",0,0
"22348","Wickepin (S)","2017-09-01",0,0
"22349","Wickepin (S)","2017-10-01",0,0
"22350","Wickepin (S)","2017-11-01",3.85,1
"22351","Wickepin (S)","2017-12-01",3.3,1
"22352","Wickepin (S)","2018-01-01",0,0
"22353","Wickepin (S)","2018-02-01",6.6,1
"22354","Wickepin (S)","2018-03-01",0,0
"22355","Wickepin (S)","2018-04-01",0,0
"22356","Wickepin (S)","2018-05-01",0,0
"22357","Wickepin (S)","2018-06-01",0,0
"22358","Wickepin (S)","2018-07-01",6.6,1
"22359","Wickepin (S)","2018-08-01",12.96,1
"22360","Wickepin (S)","2018-09-01",0,0
"22361","Wickepin (S)","2018-10-01",0,0
"22362","Wickepin (S)","2018-11-01",0,0
"22363","Wickepin (S)","2018-12-01",0,0
"22364","Wickepin (S)","2019-01-01",0,0
"22365","Wickepin (S)","2019-02-01",0,0
"22366","Wickepin (S)","2019-03-01",6.6,1
"22367","Wickepin (S)","2019-04-01",0,0
"22368","Wickepin (S)","2019-05-01",6.6,1
"22369","Wickepin (S)","2019-06-01",0,0
"22370","Wickepin (S)","2019-07-01",0,0
"22371","Wickepin (S)","2019-08-01",0,0
"22372","Wickepin (S)","2019-09-01",0,0
"22373","Wickepin (S)","2019-10-01",0,0
"22374","Wickepin (S)","2019-11-01",6.615,1
"22375","Wickepin (S)","2019-12-01",0,0
"22376","Williams (S)","2001-04-01",0,0
"22377","Williams (S)","2001-05-01",0,0
"22378","Williams (S)","2001-06-01",0,0
"22379","Williams (S)","2001-07-01",0,0
"22380","Williams (S)","2001-08-01",0,0
"22381","Williams (S)","2001-09-01",0,0
"22382","Williams (S)","2001-10-01",0,0
"22383","Williams (S)","2001-11-01",0,0
"22384","Williams (S)","2001-12-01",0,0
"22385","Williams (S)","2002-01-01",0,0
"22386","Williams (S)","2002-02-01",0,0
"22387","Williams (S)","2002-03-01",0,0
"22388","Williams (S)","2002-04-01",0,0
"22389","Williams (S)","2002-05-01",0,0
"22390","Williams (S)","2002-06-01",0,0
"22391","Williams (S)","2002-07-01",0,0
"22392","Williams (S)","2002-08-01",0,0
"22393","Williams (S)","2002-09-01",0,0
"22394","Williams (S)","2002-10-01",0,0
"22395","Williams (S)","2002-11-01",0,0
"22396","Williams (S)","2002-12-01",0,0
"22397","Williams (S)","2004-01-01",0,0
"22398","Williams (S)","2004-02-01",0,0
"22399","Williams (S)","2004-03-01",0,0
"22400","Williams (S)","2004-04-01",0,0
"22401","Williams (S)","2004-05-01",0,0
"22402","Williams (S)","2004-06-01",0,0
"22403","Williams (S)","2004-07-01",0,0
"22404","Williams (S)","2004-08-01",0,0
"22405","Williams (S)","2004-09-01",0,0
"22406","Williams (S)","2004-10-01",0,0
"22407","Williams (S)","2004-11-01",0,0
"22408","Williams (S)","2004-12-01",0,0
"22409","Williams (S)","2005-01-01",0,0
"22410","Williams (S)","2005-02-01",0,0
"22411","Williams (S)","2005-03-01",0,0
"22412","Williams (S)","2005-04-01",0,0
"22413","Williams (S)","2005-05-01",0,0
"22414","Williams (S)","2005-06-01",0,0
"22415","Williams (S)","2005-07-01",0,0
"22416","Williams (S)","2005-08-01",0,0
"22417","Williams (S)","2005-09-01",0,0
"22418","Williams (S)","2005-10-01",0,0
"22419","Williams (S)","2005-11-01",0,0
"22420","Williams (S)","2005-12-01",0,0
"22421","Williams (S)","2006-01-01",0,0
"22422","Williams (S)","2006-02-01",0,0
"22423","Williams (S)","2006-03-01",0,0
"22424","Williams (S)","2006-04-01",0,0
"22425","Williams (S)","2006-05-01",0,0
"22426","Williams (S)","2006-06-01",0,0
"22427","Williams (S)","2006-07-01",0,0
"22428","Williams (S)","2006-08-01",0,0
"22429","Williams (S)","2006-09-01",0,0
"22430","Williams (S)","2006-10-01",0,0
"22431","Williams (S)","2006-11-01",0,0
"22432","Williams (S)","2006-12-01",0,0
"22433","Williams (S)","2007-01-01",0,0
"22434","Williams (S)","2007-02-01",0,0
"22435","Williams (S)","2007-03-01",0,0
"22436","Williams (S)","2007-04-01",0,0
"22437","Williams (S)","2007-05-01",0,0
"22438","Williams (S)","2007-06-01",0,0
"22439","Williams (S)","2007-07-01",0,0
"22440","Williams (S)","2007-08-01",0,0
"22441","Williams (S)","2007-09-01",0,0
"22442","Williams (S)","2007-10-01",0,0
"22443","Williams (S)","2007-11-01",0,0
"22444","Williams (S)","2007-12-01",0,0
"22445","Williams (S)","2008-01-01",0,0
"22446","Williams (S)","2008-02-01",0,0
"22447","Williams (S)","2008-03-01",0,0
"22448","Williams (S)","2008-04-01",0,0
"22449","Williams (S)","2008-05-01",0,0
"22450","Williams (S)","2008-06-01",0,0
"22451","Williams (S)","2008-07-01",0,0
"22452","Williams (S)","2008-08-01",0,0
"22453","Williams (S)","2008-09-01",0,0
"22454","Williams (S)","2008-10-01",0,0
"22455","Williams (S)","2008-11-01",0,0
"22456","Williams (S)","2008-12-01",0,0
"22457","Williams (S)","2009-01-01",0,0
"22458","Williams (S)","2009-02-01",0,0
"22459","Williams (S)","2009-03-01",0,0
"22460","Williams (S)","2009-04-01",0,0
"22461","Williams (S)","2009-05-01",0,0
"22462","Williams (S)","2009-06-01",0,0
"22463","Williams (S)","2009-07-01",1.92,1
"22464","Williams (S)","2009-08-01",0,0
"22465","Williams (S)","2009-09-01",0,0
"22466","Williams (S)","2009-10-01",0,0
"22467","Williams (S)","2009-11-01",0,0
"22468","Williams (S)","2009-12-01",0,0
"22469","Williams (S)","2010-01-01",0,0
"22470","Williams (S)","2010-02-01",0,0
"22471","Williams (S)","2010-03-01",0,0
"22472","Williams (S)","2010-04-01",0,0
"22473","Williams (S)","2010-05-01",0,0
"22474","Williams (S)","2010-06-01",0,0
"22475","Williams (S)","2010-07-01",0,0
"22476","Williams (S)","2010-08-01",0,0
"22477","Williams (S)","2010-09-01",0,0
"22478","Williams (S)","2010-10-01",0,0
"22479","Williams (S)","2010-11-01",0,0
"22480","Williams (S)","2010-12-01",0,0
"22481","Williams (S)","2011-01-01",1.58,1
"22482","Williams (S)","2011-02-01",0,0
"22483","Williams (S)","2011-03-01",0,0
"22484","Williams (S)","2011-04-01",5.95,2
"22485","Williams (S)","2011-05-01",5.28,1
"22486","Williams (S)","2011-06-01",0,0
"22487","Williams (S)","2011-07-01",13.89,4
"22488","Williams (S)","2011-08-01",3.04,1
"22489","Williams (S)","2011-09-01",5.24,2
"22490","Williams (S)","2011-10-01",5.91,4
"22491","Williams (S)","2011-11-01",10,1
"22492","Williams (S)","2011-12-01",0,0
"22493","Williams (S)","2012-01-01",1.58,1
"22494","Williams (S)","2012-02-01",0,0
"22495","Williams (S)","2012-03-01",0,0
"22496","Williams (S)","2012-04-01",5.95,2
"22497","Williams (S)","2012-05-01",5.28,1
"22498","Williams (S)","2012-06-01",0,0
"22499","Williams (S)","2012-07-01",13.89,4
"22500","Williams (S)","2012-08-01",3.04,1
"22501","Williams (S)","2012-09-01",5.24,2
"22502","Williams (S)","2012-10-01",5.91,4
"22503","Williams (S)","2012-11-01",10,1
"22504","Williams (S)","2012-12-01",0,0
"22505","Williams (S)","2013-01-01",0,0
"22506","Williams (S)","2013-02-01",5.12,3
"22507","Williams (S)","2013-03-01",1.6,1
"22508","Williams (S)","2013-04-01",0,0
"22509","Williams (S)","2013-05-01",0,0
"22510","Williams (S)","2013-06-01",7.496,4
"22511","Williams (S)","2013-07-01",2.4,1
"22512","Williams (S)","2013-08-01",0,0
"22513","Williams (S)","2013-09-01",0,0
"22514","Williams (S)","2013-10-01",2.4,1
"22515","Williams (S)","2013-11-01",0,0
"22516","Williams (S)","2013-12-01",3.5,2
"22517","Williams (S)","2014-01-01",0,0
"22518","Williams (S)","2014-02-01",3.5,1
"22519","Williams (S)","2014-03-01",9.38,2
"22520","Williams (S)","2014-04-01",60,2
"22521","Williams (S)","2014-05-01",1.5,1
"22522","Williams (S)","2014-06-01",0,0
"22523","Williams (S)","2014-07-01",0,0
"22524","Williams (S)","2014-08-01",3.5,1
"22525","Williams (S)","2014-09-01",2,1
"22526","Williams (S)","2014-10-01",0,0
"22527","Williams (S)","2014-11-01",17,5
"22528","Williams (S)","2014-12-01",1.5,1
"22529","Williams (S)","2015-01-01",0,0
"22530","Williams (S)","2015-02-01",1.6,1
"22531","Williams (S)","2015-03-01",4.56,2
"22532","Williams (S)","2015-04-01",0,0
"22533","Williams (S)","2015-05-01",0,0
"22534","Williams (S)","2015-06-01",3,1
"22535","Williams (S)","2015-07-01",17.95,3
"22536","Williams (S)","2015-08-01",3,1
"22537","Williams (S)","2015-09-01",10.14,2
"22538","Williams (S)","2015-10-01",0,0
"22539","Williams (S)","2015-11-01",40,1
"22540","Williams (S)","2015-12-01",0,0
"22541","Williams (S)","2016-01-01",0,0
"22542","Williams (S)","2016-02-01",3.5,1
"22543","Williams (S)","2016-03-01",0,0
"22544","Williams (S)","2016-04-01",23.5,4
"22545","Williams (S)","2016-05-01",20.28,1
"22546","Williams (S)","2016-06-01",5.5,1
"22547","Williams (S)","2016-07-01",0,0
"22548","Williams (S)","2016-08-01",0,0
"22549","Williams (S)","2016-09-01",0,0
"22550","Williams (S)","2016-10-01",2.08,1
"22551","Williams (S)","2016-11-01",0,0
"22552","Williams (S)","2016-12-01",5.3,1
"22553","Williams (S)","2017-01-01",0,0
"22554","Williams (S)","2017-02-01",0,0
"22555","Williams (S)","2017-03-01",0,0
"22556","Williams (S)","2017-04-01",0,0
"22557","Williams (S)","2017-05-01",13.79,3
"22558","Williams (S)","2017-06-01",5.5,1
"22559","Williams (S)","2017-07-01",0,0
"22560","Williams (S)","2017-08-01",8.14,2
"22561","Williams (S)","2017-09-01",8.82,2
"22562","Williams (S)","2017-10-01",6.05,1
"22563","Williams (S)","2017-11-01",0,0
"22564","Williams (S)","2017-12-01",9.42,2
"22565","Williams (S)","2018-01-01",17.55,2
"22566","Williams (S)","2018-02-01",0,0
"22567","Williams (S)","2018-03-01",0,0
"22568","Williams (S)","2018-04-01",11.74,2
"22569","Williams (S)","2018-05-01",7.7,1
"22570","Williams (S)","2018-06-01",0,0
"22571","Williams (S)","2018-07-01",0,0
"22572","Williams (S)","2018-08-01",0,0
"22573","Williams (S)","2018-09-01",0,0
"22574","Williams (S)","2018-10-01",0,0
"22575","Williams (S)","2018-11-01",6.44,1
"22576","Williams (S)","2018-12-01",0,0
"22577","Williams (S)","2019-01-01",7.92,1
"22578","Williams (S)","2019-02-01",0,0
"22579","Williams (S)","2019-03-01",6.6,1
"22580","Williams (S)","2019-04-01",0,0
"22581","Williams (S)","2019-05-01",14.3,2
"22582","Williams (S)","2019-06-01",11.8,1
"22583","Williams (S)","2019-07-01",0,0
"22584","Williams (S)","2019-08-01",52.42,3
"22585","Williams (S)","2019-09-01",6.6,1
"22586","Williams (S)","2019-10-01",6.6,1
"22587","Williams (S)","2019-11-01",6.6,1
"22588","Williams (S)","2019-12-01",6.49,1
"22589","Wongan-Ballidu (S)","2001-04-01",0,0
"22590","Wongan-Ballidu (S)","2001-05-01",0,0
"22591","Wongan-Ballidu (S)","2001-06-01",0,0
"22592","Wongan-Ballidu (S)","2001-07-01",0,0
"22593","Wongan-Ballidu (S)","2001-08-01",0,0
"22594","Wongan-Ballidu (S)","2001-09-01",0,0
"22595","Wongan-Ballidu (S)","2001-10-01",0,0
"22596","Wongan-Ballidu (S)","2001-11-01",0,0
"22597","Wongan-Ballidu (S)","2001-12-01",0,0
"22598","Wongan-Ballidu (S)","2002-01-01",0,0
"22599","Wongan-Ballidu (S)","2002-02-01",0,0
"22600","Wongan-Ballidu (S)","2002-03-01",0,0
"22601","Wongan-Ballidu (S)","2002-04-01",0,0
"22602","Wongan-Ballidu (S)","2002-05-01",0,0
"22603","Wongan-Ballidu (S)","2002-06-01",0,0
"22604","Wongan-Ballidu (S)","2002-07-01",0,0
"22605","Wongan-Ballidu (S)","2002-08-01",0,0
"22606","Wongan-Ballidu (S)","2002-09-01",0,0
"22607","Wongan-Ballidu (S)","2002-10-01",0,0
"22608","Wongan-Ballidu (S)","2002-11-01",0,0
"22609","Wongan-Ballidu (S)","2002-12-01",0,0
"22610","Wongan-Ballidu (S)","2004-01-01",0,0
"22611","Wongan-Ballidu (S)","2004-02-01",0,0
"22612","Wongan-Ballidu (S)","2004-03-01",0,0
"22613","Wongan-Ballidu (S)","2004-04-01",0,0
"22614","Wongan-Ballidu (S)","2004-05-01",0,0
"22615","Wongan-Ballidu (S)","2004-06-01",0,0
"22616","Wongan-Ballidu (S)","2004-07-01",0,0
"22617","Wongan-Ballidu (S)","2004-08-01",0,0
"22618","Wongan-Ballidu (S)","2004-09-01",0,0
"22619","Wongan-Ballidu (S)","2004-10-01",0,0
"22620","Wongan-Ballidu (S)","2004-11-01",0,0
"22621","Wongan-Ballidu (S)","2004-12-01",0,0
"22622","Wongan-Ballidu (S)","2005-01-01",0,0
"22623","Wongan-Ballidu (S)","2005-02-01",0,0
"22624","Wongan-Ballidu (S)","2005-03-01",0,0
"22625","Wongan-Ballidu (S)","2005-04-01",0,0
"22626","Wongan-Ballidu (S)","2005-05-01",0,0
"22627","Wongan-Ballidu (S)","2005-06-01",0,0
"22628","Wongan-Ballidu (S)","2005-07-01",0,0
"22629","Wongan-Ballidu (S)","2005-08-01",0,0
"22630","Wongan-Ballidu (S)","2005-09-01",0,0
"22631","Wongan-Ballidu (S)","2005-10-01",0,0
"22632","Wongan-Ballidu (S)","2005-11-01",0,0
"22633","Wongan-Ballidu (S)","2005-12-01",0,0
"22634","Wongan-Ballidu (S)","2006-01-01",0,0
"22635","Wongan-Ballidu (S)","2006-02-01",0,0
"22636","Wongan-Ballidu (S)","2006-03-01",0,0
"22637","Wongan-Ballidu (S)","2006-04-01",0,0
"22638","Wongan-Ballidu (S)","2006-05-01",0,0
"22639","Wongan-Ballidu (S)","2006-06-01",0,0
"22640","Wongan-Ballidu (S)","2006-07-01",0,0
"22641","Wongan-Ballidu (S)","2006-08-01",0,0
"22642","Wongan-Ballidu (S)","2006-09-01",0,0
"22643","Wongan-Ballidu (S)","2006-10-01",0,0
"22644","Wongan-Ballidu (S)","2006-11-01",0,0
"22645","Wongan-Ballidu (S)","2006-12-01",0,0
"22646","Wongan-Ballidu (S)","2007-01-01",0,0
"22647","Wongan-Ballidu (S)","2007-02-01",0,0
"22648","Wongan-Ballidu (S)","2007-03-01",0,0
"22649","Wongan-Ballidu (S)","2007-04-01",0,0
"22650","Wongan-Ballidu (S)","2007-05-01",0,0
"22651","Wongan-Ballidu (S)","2007-06-01",0,0
"22652","Wongan-Ballidu (S)","2007-07-01",0,0
"22653","Wongan-Ballidu (S)","2007-08-01",0,0
"22654","Wongan-Ballidu (S)","2007-09-01",0,0
"22655","Wongan-Ballidu (S)","2007-10-01",0,0
"22656","Wongan-Ballidu (S)","2007-11-01",0,0
"22657","Wongan-Ballidu (S)","2007-12-01",0,0
"22658","Wongan-Ballidu (S)","2008-01-01",0,0
"22659","Wongan-Ballidu (S)","2008-02-01",0,0
"22660","Wongan-Ballidu (S)","2008-03-01",0,0
"22661","Wongan-Ballidu (S)","2008-04-01",0,0
"22662","Wongan-Ballidu (S)","2008-05-01",0,0
"22663","Wongan-Ballidu (S)","2008-06-01",0,0
"22664","Wongan-Ballidu (S)","2008-07-01",0,0
"22665","Wongan-Ballidu (S)","2008-08-01",0,0
"22666","Wongan-Ballidu (S)","2008-09-01",0,0
"22667","Wongan-Ballidu (S)","2008-10-01",0,0
"22668","Wongan-Ballidu (S)","2008-11-01",0,0
"22669","Wongan-Ballidu (S)","2008-12-01",0,0
"22670","Wongan-Ballidu (S)","2009-01-01",0,0
"22671","Wongan-Ballidu (S)","2009-02-01",0,0
"22672","Wongan-Ballidu (S)","2009-03-01",0,0
"22673","Wongan-Ballidu (S)","2009-04-01",0,0
"22674","Wongan-Ballidu (S)","2009-05-01",0,0
"22675","Wongan-Ballidu (S)","2009-06-01",0,0
